seed,source_count,noise_level,drift_level,repetition,simple_average_error,simple_average_result,confidence_weighted_error,confidence_weighted_result,uncertainty_weighted_error,uncertainty_weighted_result,trust_only_error,trust_only_result,median_error,median_result,original_trust_uncertainty_error,original_trust_uncertainty_result,orthogonal_trust_uncertainty_error,orthogonal_trust_uncertainty_result,trust_aware_error,trust_aware_result,compatible,compatibility_issue_count,compatibility_issues,disagreement,disagreement_acceptable,can_fuse,fog_action,operational_fusion_result,operational_fusion_error,mean_true_noise,mean_estimated_noise,mean_true_drift,mean_estimated_drift,mean_signed_drift,mean_confidence,mean_trust,mean_backend_quality,mean_staleness_error,max_staleness_error,sigma_floor
42,2,0.05,0.0,32,0.009583951053120376,1.0095839510531204,0.012790004137660294,1.0127900041376603,0.020952304845591962,1.020952304845592,0.011377884836916152,1.0113778848369162,0.009583951053120376,1.0095839510531204,0.022277017864409165,1.0222770178644092,0.022654955676306265,1.0226549556763063,0.022654955676306265,1.0226549556763063,True,0,,0.023265062734683154,True,True,fuse,1.0226549556763063,0.022654955676306265,0.05625,0.01697264127152502,0.0,0.0,0.0,0.8607426805186783,0.8818853084582894,0.7913660823247746,0.009926688609710466,0.015923947782160885,0.02
42,2,0.05,0.0,33,0.05431199871652859,0.9456880012834714,0.04544401120910413,0.9545559887908959,0.05431199871652859,0.9456880012834714,0.05187750045616002,0.94812249954384,0.05431199871652859,0.9456880012834714,0.05187750045616013,0.9481224995438399,0.05074991142385932,0.9492500885761407,0.05074991142385932,0.9492500885761407,True,0,,0.09969980720826022,True,True,fuse,0.9492500885761407,0.05074991142385932,0.05625,0.00147425007651307,0.0,0.0,0.0,0.9183184338353032,0.8211809062325581,0.8839460139195872,0.04959137955800702,0.09215751344291567,0.02
42,2,0.05,0.0,34,0.03704916172124961,0.9629508382787504,0.03781363574130525,0.9621863642586947,0.07431864751306205,0.925681352486938,0.03769673302917398,0.962303266970826,0.03704916172124961,0.9629508382787504,0.07440829988278785,0.9255917001172121,0.07434980814223813,0.9256501918577619,0.07434980814223813,0.9256501918577619,True,0,,0.040200677490606185,True,True,fuse,0.9256501918577619,0.07434980814223813,0.05625,0.06069206788713284,0.0,0.0,0.0,0.7485764538830402,0.8766537847684722,0.6082818185329202,0.007913026313018157,0.010019051273080226,0.02
42,2,0.05,0.0,35,0.07190889637971432,0.9280911036202857,0.07042511133680229,0.9295748886631977,0.07344607526924196,0.926553924730758,0.07066859096272438,0.9293314090372756,0.07190889637971432,0.9280911036202857,0.07220609212209683,0.9277939078779032,0.07174656166002613,0.9282534383399739,0.07174656166002613,0.9282534383399739,True,0,,0.04193126674943626,True,True,fuse,0.9282534383399739,0.07174656166002613,0.05625,0.06982148291834236,0.0,0.0,0.0,0.7312222571257372,0.8902163718499408,0.6655030015310925,0.004813022119442845,0.00880298656416778,0.02
42,2,0.05,0.0,36,0.05587128528685059,0.9441287147131494,0.053295162578263056,0.9467048374217369,0.05185307436215969,0.9481469256378403,0.05635315432539523,0.9436468456746048,0.05587128528685059,0.9441287147131494,0.052328512214785516,0.9476714877852145,0.05257227062629488,0.9474277293737051,0.05257227062629488,0.9474277293737051,True,0,,0.03265931047955062,True,True,fuse,0.9474277293737051,0.05257227062629488,0.05625,0.06636013020760645,0.0,0.03503501223381709,0.0,0.7206139995811498,0.8257475129314327,0.5094913265483295,0.014563675545577692,0.017782736686299705,0.02
42,2,0.05,0.0,37,0.016060606113867504,1.0160606061138675,0.018447999046346197,1.0184479990463462,0.00027311416532938004,1.0002731141653294,0.01582796489617766,1.0158279648961777,0.016060606113867504,1.0160606061138675,0.00017072670637729992,1.0001707267063773,0.00021185807158619063,1.0002118580715862,0.00021185807158619063,1.0002118580715862,True,0,,0.02083269506382233,True,True,fuse,1.0002118580715862,0.00021185807158619063,0.05625,0.04843234861137442,0.0,0.02038891064660289,0.0,0.8686811268157429,0.8709077655359425,0.8085531988981975,0.01910840329316521,0.032702020382093355,0.02
42,2,0.05,0.0,38,0.009093004693784934,0.9909069953062151,0.009959662254920842,0.9900403377450792,0.0005650712703444416,1.0005650712703444,0.00877196588367335,0.9912280341163267,0.009093004693784934,0.9909069953062151,0.0008404599166655924,1.0008404599166656,0.0008765127827716768,1.0008765127827717,0.0008765127827716768,1.0008765127827717,True,0,,0.025974863943852733,True,True,fuse,1.0008765127827717,0.0008765127827716768,0.05625,0.03866976784740304,0.0,0.039212890151853586,0.0,0.8572602677569723,0.919710580737521,0.7695126106289543,0.007511091529540992,0.014032096621053869,0.02
42,2,0.05,0.0,39,0.05651500872842807,0.9434849912715719,0.05323975021449734,0.9467602497855027,0.030502777324745378,0.9694972226752546,0.051872464718688116,0.9481275352813119,0.05651500872842807,0.9434849912715719,0.027294390172734828,0.9727056098272652,0.02648087538616062,0.9735191246138394,0.02648087538616062,0.9735191246138394,True,0,,0.0496035997653258,True,True,fuse,0.9735191246138394,0.02648087538616062,0.05625,0.09834738864619924,0.0,0.002016045322663306,0.0,0.6510828283663024,0.786006122880538,0.3758670219354876,0.043360738370512464,0.0817008755247608,0.02
42,2,0.05,0.0,40,0.016458561601743193,0.9835414383982568,0.003474755155218001,0.996525244844782,0.07033034811603134,0.9296696518839687,0.018628359363614844,0.9813716406363852,0.016458561601743193,0.9835414383982568,0.07109038739819196,0.928909612601808,0.07095351299054953,0.9290464870094505,0.07095351299054953,0.9290464870094505,True,0,,0.06730399088854189,True,True,fuse,0.9290464870094505,0.07095351299054953,0.05625,0.08517630716480161,0.0,0.03926387779225136,0.0,0.6626748236475399,0.7828849339537998,0.5655781649244699,0.022371291774813007,0.04174814219379441,0.02
42,2,0.05,0.0,41,0.00863626003566953,1.0086362600356695,0.003360369358782922,1.003360369358783,0.05424011851978916,1.0542401185197892,0.011379884497640713,1.0113798844976407,0.00863626003566953,1.0086362600356695,0.05496085162718867,1.0549608516271887,0.05503591719032963,1.0550359171903296,0.05503591719032963,1.0550359171903296,True,0,,0.05306987582559539,True,True,fuse,1.0550359171903296,0.05503591719032963,0.05625,0.03540987081089527,0.0,0.0,0.0,0.7423765696424172,0.8678679633829782,0.5691170924119443,0.0038468664036579447,0.007301586159151441,0.02
