method,tau_s,noise_level,drift_level,delay_s,runs,overall_mae,accepted_mae,bad_output_rate,acceptance_rate,rejection_rate,forwarding_rate,false_acceptance_rate_all_runs,false_rejection_rate_all_runs,conditional_false_acceptance_rate,conditional_false_rejection_rate,bad_rate_among_accepted,mean_full_trust_score,mean_method_score,mean_estimated_noise,mean_estimated_drift,mean_confidence
full_trust_score,30.0,0.3,0.2,1.0,30,0.30168587652472,0.27125151967387107,0.4,0.8666666666666667,0.0,0.13333333333333333,0.3333333333333333,0.0,0.8333333333333334,0.0,0.38461538461538464,0.8014618520345835,0.8014618520345835,0.29591668105915797,0.2022238281028753,0.7367718168183617
raw_phys_mcp_output,30.0,0.3,0.2,3.0,30,0.2687718206703177,0.2687718206703177,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.7653606896643175,,0.3050900191193667,0.2035073287436028,0.6652026884842797
confidence_only,30.0,0.3,0.2,3.0,30,0.2687718206703177,0.32241512918226295,0.36666666666666664,0.26666666666666666,0.0,0.7333333333333333,0.13333333333333333,0.0,0.36363636363636365,0.0,0.5,0.7653606896643175,0.6652026884842797,0.3050900191193667,0.2035073287436028,0.6652026884842797
freshness_only,30.0,0.3,0.2,3.0,30,0.2687718206703177,0.2687718206703177,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.7653606896643175,0.9048374180359595,0.3050900191193667,0.2035073287436028,0.6652026884842797
full_trust_score,30.0,0.3,0.2,3.0,30,0.2687718206703177,0.34242863308205446,0.36666666666666664,0.6333333333333333,0.0,0.36666666666666664,0.3333333333333333,0.0,0.9090909090909091,0.0,0.5263157894736842,0.7653606896643175,0.7653606896643175,0.3050900191193667,0.2035073287436028,0.6652026884842797
raw_phys_mcp_output,30.0,0.3,0.2,5.0,30,0.23467111272556812,0.23467111272556812,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.7675727247786829,,0.2879354371915716,0.20016344810251066,0.7119080595181998
confidence_only,30.0,0.3,0.2,5.0,30,0.23467111272556812,0.21219965330638552,0.3,0.4666666666666667,0.0,0.5333333333333333,0.06666666666666667,0.0,0.2222222222222222,0.0,0.14285714285714285,0.7675727247786829,0.7119080595181998,0.2879354371915716,0.20016344810251066,0.7119080595181998
freshness_only,30.0,0.3,0.2,5.0,30,0.23467111272556812,0.23467111272556812,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.7675727247786829,0.8464817248906141,0.2879354371915716,0.20016344810251066,0.7119080595181998
full_trust_score,30.0,0.3,0.2,5.0,30,0.23467111272556812,0.25024877195849493,0.3,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.5555555555555556,0.0,0.25,0.7675727247786829,0.7675727247786829,0.2879354371915716,0.20016344810251066,0.7119080595181998
raw_phys_mcp_output,30.0,0.3,0.2,10.0,30,0.2847589956459432,0.2847589956459432,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.7265733680736379,,0.28617953625127684,0.19969094987428296,0.6756326478463223
confidence_only,30.0,0.3,0.2,10.0,30,0.2847589956459432,0.4210452807115871,0.36666666666666664,0.26666666666666666,0.0,0.7333333333333333,0.16666666666666666,0.0,0.45454545454545453,0.0,0.625,0.7265733680736379,0.6756326478463223,0.28617953625127684,0.19969094987428296,0.6756326478463223
freshness_only,30.0,0.3,0.2,10.0,30,0.2847589956459432,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7265733680736379,0.7165313105737893,0.28617953625127684,0.19969094987428296,0.6756326478463223
full_trust_score,30.0,0.3,0.2,10.0,30,0.2847589956459432,0.3322236735176449,0.36666666666666664,0.3,0.0,0.7,0.16666666666666666,0.0,0.45454545454545453,0.0,0.5555555555555556,0.7265733680736379,0.7265733680736379,0.28617953625127684,0.19969094987428296,0.6756326478463223
raw_phys_mcp_output,30.0,0.3,0.2,20.0,30,0.2950420701461323,0.2950420701461323,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.6711618531726882,,0.3086443826694184,0.18561716294826652,0.6654918392758459
confidence_only,30.0,0.3,0.2,20.0,30,0.2950420701461323,0.2975621392379358,0.4,0.3333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.0,0.4,0.6711618531726882,0.6654918392758459,0.3086443826694184,0.18561716294826652,0.6654918392758459
freshness_only,30.0,0.3,0.2,20.0,30,0.2950420701461323,,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6711618531726882,0.513417119032592,0.3086443826694184,0.18561716294826652,0.6654918392758459
full_trust_score,30.0,0.3,0.2,20.0,30,0.2950420701461323,0.5997196923654049,0.4,0.03333333333333333,0.0,0.9666666666666667,0.03333333333333333,0.0,0.08333333333333333,0.0,1.0,0.6711618531726882,0.6711618531726882,0.3086443826694184,0.18561716294826652,0.6654918392758459
raw_phys_mcp_output,30.0,0.3,0.3,0.1,30,0.3459824194117107,0.3459824194117107,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.7698588265449045,,0.29994182924961665,0.28859085171795773,0.6712957710926689
confidence_only,30.0,0.3,0.3,0.1,30,0.3459824194117107,0.3348885711683401,0.4,0.26666666666666666,0.0,0.7333333333333333,0.06666666666666667,0.0,0.16666666666666666,0.0,0.25,0.7698588265449045,0.6712957710926689,0.29994182924961665,0.28859085171795773,0.6712957710926689
freshness_only,30.0,0.3,0.3,0.1,30,0.3459824194117107,0.3459824194117107,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.7698588265449045,0.9966722160545233,0.29994182924961665,0.28859085171795773,0.6712957710926689
full_trust_score,30.0,0.3,0.3,0.1,30,0.3459824194117107,0.3921454184521211,0.4,0.7333333333333333,0.0,0.26666666666666666,0.36666666666666664,0.0,0.9166666666666666,0.0,0.5,0.7698588265449045,0.7698588265449045,0.29994182924961665,0.28859085171795773,0.6712957710926689
raw_phys_mcp_output,30.0,0.3,0.3,1.0,30,0.2829088594070462,0.2829088594070462,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7746331484159392,,0.3001819398247168,0.2922276929977057,0.7237261260041734
confidence_only,30.0,0.3,0.3,1.0,30,0.2829088594070462,0.2979395320389706,0.4666666666666667,0.5,0.0,0.5,0.23333333333333334,0.0,0.5,0.0,0.4666666666666667,0.7746331484159392,0.7237261260041734,0.3001819398247168,0.2922276929977057,0.7237261260041734
freshness_only,30.0,0.3,0.3,1.0,30,0.2829088594070462,0.2829088594070462,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7746331484159392,0.9672161004820059,0.3001819398247168,0.2922276929977057,0.7237261260041734
full_trust_score,30.0,0.3,0.3,1.0,30,0.2829088594070462,0.27760286400023365,0.4666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.3,0.0,0.6428571428571429,0.0,0.45,0.7746331484159392,0.7746331484159392,0.3001819398247168,0.2922276929977057,0.7237261260041734
raw_phys_mcp_output,30.0,0.3,0.3,3.0,30,0.3336213388157376,0.3336213388157376,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7509801228386024,,0.2935948582805413,0.30393555264762934,0.6966134842466211
confidence_only,30.0,0.3,0.3,3.0,30,0.3336213388157376,0.4224599548596174,0.5666666666666667,0.36666666666666664,0.0,0.6333333333333333,0.23333333333333334,0.0,0.4117647058823529,0.0,0.6363636363636364,0.7509801228386024,0.6966134842466211,0.2935948582805413,0.30393555264762934,0.6966134842466211
freshness_only,30.0,0.3,0.3,3.0,30,0.3336213388157376,0.3336213388157376,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7509801228386024,0.9048374180359595,0.2935948582805413,0.30393555264762934,0.6966134842466211
full_trust_score,30.0,0.3,0.3,3.0,30,0.3336213388157376,0.4102441730112922,0.5666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.3333333333333333,0.0,0.5882352941176471,0.0,0.7142857142857143,0.7509801228386024,0.7509801228386024,0.2935948582805413,0.30393555264762934,0.6966134842466211
raw_phys_mcp_output,30.0,0.3,0.3,5.0,30,0.3109404490480531,0.3109404490480531,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7208126956016903,,0.2935104187792612,0.3051360835228539,0.6354155598182619
confidence_only,30.0,0.3,0.3,5.0,30,0.3109404490480531,0.24801874045446612,0.5666666666666667,0.2,0.0,0.8,0.1,0.0,0.17647058823529413,0.0,0.5,0.7208126956016903,0.6354155598182619,0.2935104187792612,0.3051360835228539,0.6354155598182619
freshness_only,30.0,0.3,0.3,5.0,30,0.3109404490480531,0.3109404490480531,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7208126956016903,0.8464817248906141,0.2935104187792612,0.3051360835228539,0.6354155598182619
full_trust_score,30.0,0.3,0.3,5.0,30,0.3109404490480531,0.20271503989559506,0.5666666666666667,0.2,0.0,0.8,0.06666666666666667,0.0,0.11764705882352941,0.0,0.3333333333333333,0.7208126956016903,0.7208126956016903,0.2935104187792612,0.3051360835228539,0.6354155598182619
raw_phys_mcp_output,30.0,0.3,0.3,10.0,30,0.45631591927131737,0.45631591927131737,0.7333333333333333,1.0,0.0,0.0,0.7333333333333333,0.0,1.0,0.0,0.7333333333333333,0.7047390024315218,,0.30082885513661817,0.3041188828818822,0.7073724371707985
confidence_only,30.0,0.3,0.3,10.0,30,0.45631591927131737,0.46238092062666375,0.7333333333333333,0.3,0.0,0.7,0.23333333333333334,0.0,0.3181818181818182,0.0,0.7777777777777778,0.7047390024315218,0.7073724371707985,0.30082885513661817,0.3041188828818822,0.7073724371707985
freshness_only,30.0,0.3,0.3,10.0,30,0.45631591927131737,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7047390024315218,0.7165313105737893,0.30082885513661817,0.3041188828818822,0.7073724371707985
full_trust_score,30.0,0.3,0.3,10.0,30,0.45631591927131737,0.3049235348751604,0.7333333333333333,0.1,0.0,0.9,0.03333333333333333,0.0,0.045454545454545456,0.0,0.3333333333333333,0.7047390024315218,0.7047390024315218,0.30082885513661817,0.3041188828818822,0.7073724371707985
raw_phys_mcp_output,30.0,0.3,0.3,20.0,30,0.4425829965816765,0.4425829965816765,0.7333333333333333,1.0,0.0,0.0,0.7333333333333333,0.0,1.0,0.0,0.7333333333333333,0.6334250452191359,,0.29468556624730086,0.31305205925534696,0.6280206873465991
confidence_only,30.0,0.3,0.3,20.0,30,0.4425829965816765,0.45094818885321714,0.7333333333333333,0.2,0.03333333333333333,0.7666666666666667,0.13333333333333333,0.03333333333333333,0.18181818181818182,0.125,0.6666666666666666,0.6334250452191359,0.6280206873465991,0.29468556624730086,0.31305205925534696,0.6280206873465991
freshness_only,30.0,0.3,0.3,20.0,30,0.4425829965816765,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6334250452191359,0.513417119032592,0.29468556624730086,0.31305205925534696,0.6280206873465991
full_trust_score,30.0,0.3,0.3,20.0,30,0.4425829965816765,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6334250452191359,0.6334250452191359,0.29468556624730086,0.31305205925534696,0.6280206873465991
raw_phys_mcp_output,30.0,0.3,0.4,0.1,30,0.3557440113554903,0.3557440113554903,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7413906091414089,,0.3168555472884182,0.3982237845943317,0.6839695523938623
confidence_only,30.0,0.3,0.4,0.1,30,0.3557440113554903,0.3809630938997246,0.5666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.23333333333333334,0.0,0.4117647058823529,0.0,0.7,0.7413906091414089,0.6839695523938623,0.3168555472884182,0.3982237845943317,0.6839695523938623
freshness_only,30.0,0.3,0.4,0.1,30,0.3557440113554903,0.3557440113554903,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7413906091414089,0.9966722160545233,0.3168555472884182,0.3982237845943317,0.6839695523938623
full_trust_score,30.0,0.3,0.4,0.1,30,0.3557440113554903,0.334414275052012,0.5666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.26666666666666666,0.0,0.47058823529411764,0.0,0.5714285714285714,0.7413906091414089,0.7413906091414089,0.3168555472884182,0.3982237845943317,0.6839695523938623
raw_phys_mcp_output,30.0,0.3,0.4,1.0,30,0.34654631057621554,0.34654631057621554,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.7375858775065108,,0.29053914504882133,0.3952983325028896,0.6689648870957483
confidence_only,30.0,0.3,0.4,1.0,30,0.34654631057621554,0.3123944794677037,0.5,0.3,0.0,0.7,0.1,0.0,0.2,0.0,0.3333333333333333,0.7375858775065108,0.6689648870957483,0.29053914504882133,0.3952983325028896,0.6689648870957483
freshness_only,30.0,0.3,0.4,1.0,30,0.34654631057621554,0.34654631057621554,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.7375858775065108,0.9672161004820059,0.29053914504882133,0.3952983325028896,0.6689648870957483
full_trust_score,30.0,0.3,0.4,1.0,30,0.34654631057621554,0.39635000616239074,0.5,0.4,0.0,0.6,0.16666666666666666,0.0,0.3333333333333333,0.0,0.4166666666666667,0.7375858775065108,0.7375858775065108,0.29053914504882133,0.3952983325028896,0.6689648870957483
raw_phys_mcp_output,30.0,0.3,0.4,3.0,30,0.4459294594727953,0.4459294594727953,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.7153753372121455,,0.29004204229880043,0.41482013604826434,0.661526109159687
confidence_only,30.0,0.3,0.4,3.0,30,0.4459294594727953,0.39703667794402925,0.7,0.23333333333333334,0.0,0.7666666666666667,0.16666666666666666,0.0,0.23809523809523808,0.0,0.7142857142857143,0.7153753372121455,0.661526109159687,0.29004204229880043,0.41482013604826434,0.661526109159687
freshness_only,30.0,0.3,0.4,3.0,30,0.4459294594727953,0.4459294594727953,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.7153753372121455,0.9048374180359595,0.29004204229880043,0.41482013604826434,0.661526109159687
full_trust_score,30.0,0.3,0.4,3.0,30,0.4459294594727953,0.4692958955082565,0.7,0.16666666666666666,0.0,0.8333333333333334,0.13333333333333333,0.0,0.19047619047619047,0.0,0.8,0.7153753372121455,0.7153753372121455,0.29004204229880043,0.41482013604826434,0.661526109159687
raw_phys_mcp_output,30.0,0.3,0.4,5.0,30,0.4496773883899213,0.4496773883899213,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.6942764936503423,,0.2910034153538263,0.4120286852709629,0.6336563503355445
confidence_only,30.0,0.3,0.4,5.0,30,0.4496773883899213,0.3382823108198938,0.7,0.2,0.0,0.8,0.1,0.0,0.14285714285714285,0.0,0.5,0.6942764936503423,0.6336563503355445,0.2910034153538263,0.4120286852709629,0.6336563503355445
freshness_only,30.0,0.3,0.4,5.0,30,0.4496773883899213,0.4496773883899213,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.6942764936503423,0.8464817248906141,0.2910034153538263,0.4120286852709629,0.6336563503355445
full_trust_score,30.0,0.3,0.4,5.0,30,0.4496773883899213,0.2949536233223559,0.7,0.1,0.0,0.9,0.06666666666666667,0.0,0.09523809523809523,0.0,0.6666666666666666,0.6942764936503423,0.6942764936503423,0.2910034153538263,0.4120286852709629,0.6336563503355445
raw_phys_mcp_output,30.0,0.3,0.4,10.0,30,0.45163089297479314,0.45163089297479314,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.6633614472403754,,0.2987713143597202,0.4048380055553637,0.6405237983027963
confidence_only,30.0,0.3,0.4,10.0,30,0.45163089297479314,0.4344304761066194,0.7,0.26666666666666666,0.0,0.7333333333333333,0.16666666666666666,0.0,0.23809523809523808,0.0,0.625,0.6633614472403754,0.6405237983027963,0.2987713143597202,0.4048380055553637,0.6405237983027963
freshness_only,30.0,0.3,0.4,10.0,30,0.45163089297479314,,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6633614472403754,0.7165313105737893,0.2987713143597202,0.4048380055553637,0.6405237983027963
full_trust_score,30.0,0.3,0.4,10.0,30,0.45163089297479314,,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6633614472403754,0.6633614472403754,0.2987713143597202,0.4048380055553637,0.6405237983027963
raw_phys_mcp_output,30.0,0.3,0.4,20.0,30,0.48202007153153165,0.48202007153153165,0.6333333333333333,1.0,0.0,0.0,0.6333333333333333,0.0,1.0,0.0,0.6333333333333333,0.6068650943441863,,0.30555821370982683,0.4108730850006569,0.630474557054637
confidence_only,30.0,0.3,0.4,20.0,30,0.48202007153153165,0.3407322362501682,0.6333333333333333,0.2,0.0,0.8,0.06666666666666667,0.0,0.10526315789473684,0.0,0.3333333333333333,0.6068650943441863,0.630474557054637,0.30555821370982683,0.4108730850006569,0.630474557054637
freshness_only,30.0,0.3,0.4,20.0,30,0.48202007153153165,,0.6333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6068650943441863,0.513417119032592,0.30555821370982683,0.4108730850006569,0.630474557054637
full_trust_score,30.0,0.3,0.4,20.0,30,0.48202007153153165,,0.6333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6068650943441863,0.6068650943441863,0.30555821370982683,0.4108730850006569,0.630474557054637
raw_phys_mcp_output,30.0,0.3,0.6,0.1,30,0.6795696976131879,0.6795696976131879,0.8333333333333334,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.6840428919655241,,0.3051106117646275,0.5961088684354425,0.6407188320076432
confidence_only,30.0,0.3,0.6,0.1,30,0.6795696976131879,0.7474392850531542,0.8333333333333334,0.3,0.0,0.7,0.26666666666666666,0.0,0.32,0.0,0.8888888888888888,0.6840428919655241,0.6407188320076432,0.3051106117646275,0.5961088684354425,0.6407188320076432
freshness_only,30.0,0.3,0.6,0.1,30,0.6795696976131879,0.6795696976131879,0.8333333333333334,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.6840428919655241,0.9966722160545233,0.3051106117646275,0.5961088684354425,0.6407188320076432
full_trust_score,30.0,0.3,0.6,0.1,30,0.6795696976131879,0.49973121585075103,0.8333333333333334,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,0.08,0.0,1.0,0.6840428919655241,0.6840428919655241,0.3051106117646275,0.5961088684354425,0.6407188320076432
raw_phys_mcp_output,30.0,0.3,0.6,1.0,30,0.5965006048819818,0.5965006048819818,0.9333333333333333,1.0,0.0,0.0,0.9333333333333333,0.0,1.0,0.0,0.9333333333333333,0.6816306592818041,,0.3025421029703846,0.5831055597828659,0.644954199398461
confidence_only,30.0,0.3,0.6,1.0,30,0.5965006048819818,0.5917434140291997,0.9333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.17857142857142858,0.0,1.0,0.6816306592818041,0.644954199398461,0.3025421029703846,0.5831055597828659,0.644954199398461
freshness_only,30.0,0.3,0.6,1.0,30,0.5965006048819818,0.5965006048819818,0.9333333333333333,1.0,0.0,0.0,0.9333333333333333,0.0,1.0,0.0,0.9333333333333333,0.6816306592818041,0.9672161004820059,0.3025421029703846,0.5831055597828659,0.644954199398461
full_trust_score,30.0,0.3,0.6,1.0,30,0.5965006048819818,,0.9333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6816306592818041,0.6816306592818041,0.3025421029703846,0.5831055597828659,0.644954199398461
raw_phys_mcp_output,30.0,0.3,0.6,3.0,30,0.6377428063751397,0.6377428063751397,0.8,1.0,0.0,0.0,0.8,0.0,1.0,0.0,0.8,0.6615868417788725,,0.28200951806138647,0.6066455119347955,0.6301649790757126
confidence_only,30.0,0.3,0.6,3.0,30,0.6377428063751397,0.7186215865540934,0.8,0.26666666666666666,0.0,0.7333333333333333,0.23333333333333334,0.0,0.2916666666666667,0.0,0.875,0.6615868417788725,0.6301649790757126,0.28200951806138647,0.6066455119347955,0.6301649790757126
freshness_only,30.0,0.3,0.6,3.0,30,0.6377428063751397,0.6377428063751397,0.8,1.0,0.0,0.0,0.8,0.0,1.0,0.0,0.8,0.6615868417788725,0.9048374180359595,0.28200951806138647,0.6066455119347955,0.6301649790757126
full_trust_score,30.0,0.3,0.6,3.0,30,0.6377428063751397,,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6615868417788725,0.6615868417788725,0.28200951806138647,0.6066455119347955,0.6301649790757126
raw_phys_mcp_output,30.0,0.3,0.6,5.0,30,0.5673461809963886,0.5673461809963886,0.8666666666666667,1.0,0.0,0.0,0.8666666666666667,0.0,1.0,0.0,0.8666666666666667,0.6441619240461364,,0.3019692410896227,0.5920106057715385,0.6241458181550927
confidence_only,30.0,0.3,0.6,5.0,30,0.5673461809963886,0.4624550837999346,0.8666666666666667,0.3,0.03333333333333333,0.6666666666666666,0.23333333333333334,0.0,0.2692307692307692,0.0,0.7777777777777778,0.6441619240461364,0.6241458181550927,0.3019692410896227,0.5920106057715385,0.6241458181550927
freshness_only,30.0,0.3,0.6,5.0,30,0.5673461809963886,0.5673461809963886,0.8666666666666667,1.0,0.0,0.0,0.8666666666666667,0.0,1.0,0.0,0.8666666666666667,0.6441619240461364,0.8464817248906141,0.3019692410896227,0.5920106057715385,0.6241458181550927
full_trust_score,30.0,0.3,0.6,5.0,30,0.5673461809963886,,0.8666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6441619240461364,0.6441619240461364,0.3019692410896227,0.5920106057715385,0.6241458181550927
raw_phys_mcp_output,30.0,0.3,0.6,10.0,30,0.5549308293519266,0.5549308293519266,0.7666666666666667,1.0,0.0,0.0,0.7666666666666667,0.0,1.0,0.0,0.7666666666666667,0.5993692760706855,,0.31812314420803034,0.5930004257756523,0.5920693636926351
confidence_only,30.0,0.3,0.6,10.0,30,0.5549308293519266,0.555927710624327,0.7666666666666667,0.16666666666666666,0.0,0.8333333333333334,0.13333333333333333,0.0,0.17391304347826086,0.0,0.8,0.5993692760706855,0.5920693636926351,0.31812314420803034,0.5930004257756523,0.5920693636926351
freshness_only,30.0,0.3,0.6,10.0,30,0.5549308293519266,,0.7666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5993692760706855,0.7165313105737893,0.31812314420803034,0.5930004257756523,0.5920693636926351
full_trust_score,30.0,0.3,0.6,10.0,30,0.5549308293519266,,0.7666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5993692760706855,0.5993692760706855,0.31812314420803034,0.5930004257756523,0.5920693636926351
raw_phys_mcp_output,30.0,0.3,0.6,20.0,30,0.6393080845939492,0.6393080845939492,0.9,1.0,0.0,0.0,0.9,0.0,1.0,0.0,0.9,0.5650726864113345,,0.3032710297745619,0.6062290900623473,0.6563737464496548
confidence_only,30.0,0.3,0.6,20.0,30,0.6393080845939492,0.6229082415704724,0.9,0.3,0.0,0.7,0.26666666666666666,0.0,0.2962962962962963,0.0,0.8888888888888888,0.5650726864113345,0.6563737464496548,0.3032710297745619,0.6062290900623473,0.6563737464496548
freshness_only,30.0,0.3,0.6,20.0,30,0.6393080845939492,,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5650726864113345,0.513417119032592,0.3032710297745619,0.6062290900623473,0.6563737464496548
full_trust_score,30.0,0.3,0.6,20.0,30,0.6393080845939492,,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5650726864113345,0.5650726864113345,0.3032710297745619,0.6062290900623473,0.6563737464496548
raw_phys_mcp_output,30.0,0.3,0.8,0.1,30,0.7319630426923946,0.7319630426923946,0.9333333333333333,1.0,0.0,0.0,0.9333333333333333,0.0,1.0,0.0,0.9333333333333333,0.6088962966836807,,0.30379170710734527,0.8014870868891949,0.5441917646767399
confidence_only,30.0,0.3,0.8,0.1,30,0.7319630426923946,0.5835147864788528,0.9333333333333333,0.03333333333333333,0.03333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.03571428571428571,0.0,1.0,0.6088962966836807,0.5441917646767399,0.30379170710734527,0.8014870868891949,0.5441917646767399
freshness_only,30.0,0.3,0.8,0.1,30,0.7319630426923946,0.7319630426923946,0.9333333333333333,1.0,0.0,0.0,0.9333333333333333,0.0,1.0,0.0,0.9333333333333333,0.6088962966836807,0.9966722160545233,0.30379170710734527,0.8014870868891949,0.5441917646767399
full_trust_score,30.0,0.3,0.8,0.1,30,0.7319630426923946,,0.9333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6088962966836807,0.6088962966836807,0.30379170710734527,0.8014870868891949,0.5441917646767399
raw_phys_mcp_output,30.0,0.3,0.8,1.0,30,0.7765556127082802,0.7765556127082802,0.8333333333333334,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.6083006294639496,,0.2835205548528903,0.8122114664048389,0.5617184386315217
confidence_only,30.0,0.3,0.8,1.0,30,0.7765556127082802,0.962410282814225,0.8333333333333334,0.1,0.03333333333333333,0.8666666666666667,0.1,0.0,0.12,0.0,1.0,0.6083006294639496,0.5617184386315217,0.2835205548528903,0.8122114664048389,0.5617184386315217
freshness_only,30.0,0.3,0.8,1.0,30,0.7765556127082802,0.7765556127082802,0.8333333333333334,1.0,0.0,0.0,0.8333333333333334,0.0,1.0,0.0,0.8333333333333334,0.6083006294639496,0.9672161004820059,0.2835205548528903,0.8122114664048389,0.5617184386315217
full_trust_score,30.0,0.3,0.8,1.0,30,0.7765556127082802,,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6083006294639496,0.6083006294639496,0.2835205548528903,0.8122114664048389,0.5617184386315217
raw_phys_mcp_output,30.0,0.3,0.8,3.0,30,0.8369874467733005,0.8369874467733005,0.9666666666666667,1.0,0.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.5865484424270666,,0.30226575612444845,0.786093171626199,0.5297152794229543
confidence_only,30.0,0.3,0.8,3.0,30,0.8369874467733005,1.1401003944054342,0.9666666666666667,0.13333333333333333,0.1,0.7666666666666667,0.13333333333333333,0.0,0.13793103448275862,0.0,1.0,0.5865484424270666,0.5297152794229543,0.30226575612444845,0.786093171626199,0.5297152794229543
freshness_only,30.0,0.3,0.8,3.0,30,0.8369874467733005,0.8369874467733005,0.9666666666666667,1.0,0.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.5865484424270666,0.9048374180359595,0.30226575612444845,0.786093171626199,0.5297152794229543
full_trust_score,30.0,0.3,0.8,3.0,30,0.8369874467733005,,0.9666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5865484424270666,0.5865484424270666,0.30226575612444845,0.786093171626199,0.5297152794229543
raw_phys_mcp_output,30.0,0.3,0.8,5.0,30,0.7549858984605716,0.7549858984605716,0.9666666666666667,1.0,0.0,0.0,0.9666666666666667,0.0,1.0,0.0,0.9666666666666667,0.5878636966914582,,0.28701916603496175,0.805696808130617,0.5976890360407973
confidence_only,30.0,0.3,0.8,5.0,30,0.7549858984605716,0.7266180261270108,0.9666666666666667,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.1724137931034483,0.0,1.0,0.5878636966914582,0.5976890360407973,0.28701916603496175,0.805696808130617,0.5976890360407973
