method,tau_s,noise_level,drift_level,delay_s,runs,overall_mae,accepted_mae,bad_output_rate,acceptance_rate,rejection_rate,forwarding_rate,false_acceptance_rate_all_runs,false_rejection_rate_all_runs,conditional_false_acceptance_rate,conditional_false_rejection_rate,bad_rate_among_accepted,mean_full_trust_score,mean_method_score,mean_estimated_noise,mean_estimated_drift,mean_confidence
raw_phys_mcp_output,5.0,0.0,0.3,1.0,30,0.2985724722917073,0.2985724722917073,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.8046046673179823,,0.015712529933169718,0.30081341790448196,0.7162138640315996
confidence_only,5.0,0.0,0.3,1.0,30,0.2985724722917073,0.2946417625366366,0.4666666666666667,0.5,0.0,0.5,0.16666666666666666,0.0,0.35714285714285715,0.0,0.3333333333333333,0.8046046673179823,0.7162138640315996,0.015712529933169718,0.30081341790448196,0.7162138640315996
freshness_only,5.0,0.0,0.3,1.0,30,0.2985724722917073,0.2985724722917073,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.8046046673179823,0.8187307530779818,0.015712529933169718,0.30081341790448196,0.7162138640315996
full_trust_score,5.0,0.0,0.3,1.0,30,0.2985724722917073,0.297904362293688,0.4666666666666667,0.9333333333333333,0.0,0.06666666666666667,0.4,0.0,0.8571428571428571,0.0,0.42857142857142855,0.8046046673179823,0.8046046673179823,0.015712529933169718,0.30081341790448196,0.7162138640315996
raw_phys_mcp_output,5.0,0.0,0.3,3.0,30,0.3008935836163713,0.3008935836163713,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.7444938020930946,,0.024712061615452034,0.28810578620868144,0.741981420102485
confidence_only,5.0,0.0,0.3,3.0,30,0.3008935836163713,0.3095822540726028,0.5,0.43333333333333335,0.0,0.5666666666666667,0.26666666666666666,0.0,0.5333333333333333,0.0,0.6153846153846154,0.7444938020930946,0.741981420102485,0.024712061615452034,0.28810578620868144,0.741981420102485
freshness_only,5.0,0.0,0.3,3.0,30,0.3008935836163713,,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7444938020930946,0.5488116360940264,0.024712061615452034,0.28810578620868144,0.741981420102485
full_trust_score,5.0,0.0,0.3,3.0,30,0.3008935836163713,0.30797846646543653,0.5,0.4,0.0,0.6,0.23333333333333334,0.0,0.4666666666666667,0.0,0.5833333333333334,0.7444938020930946,0.7444938020930946,0.024712061615452034,0.28810578620868144,0.741981420102485
raw_phys_mcp_output,5.0,0.0,0.3,5.0,30,0.3148878662568677,0.3148878662568677,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.6939558324107815,,0.026867504910618904,0.29990000765384495,0.7347114010361476
confidence_only,5.0,0.0,0.3,5.0,30,0.3148878662568677,0.3356609957768815,0.6666666666666666,0.4,0.0,0.6,0.3333333333333333,0.0,0.5,0.0,0.8333333333333334,0.6939558324107815,0.7347114010361476,0.026867504910618904,0.29990000765384495,0.7347114010361476
freshness_only,5.0,0.0,0.3,5.0,30,0.3148878662568677,,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6939558324107815,0.3678794411714423,0.026867504910618904,0.29990000765384495,0.7347114010361476
full_trust_score,5.0,0.0,0.3,5.0,30,0.3148878662568677,0.31072041980911536,0.6666666666666666,0.06666666666666667,0.0,0.9333333333333333,0.03333333333333333,0.0,0.05,0.0,0.5,0.6939558324107815,0.6939558324107815,0.026867504910618904,0.29990000765384495,0.7347114010361476
raw_phys_mcp_output,5.0,0.0,0.3,10.0,30,0.298070053380665,0.298070053380665,0.5333333333333333,1.0,0.0,0.0,0.5333333333333333,0.0,1.0,0.0,0.5333333333333333,0.6346639612922041,,0.023322021786985246,0.3021872007702129,0.7288297844894018
confidence_only,5.0,0.0,0.3,10.0,30,0.298070053380665,0.3149872256681329,0.5333333333333333,0.4666666666666667,0.0,0.5333333333333333,0.26666666666666666,0.0,0.5,0.0,0.5714285714285714,0.6346639612922041,0.7288297844894018,0.023322021786985246,0.3021872007702129,0.7288297844894018
freshness_only,5.0,0.0,0.3,10.0,30,0.298070053380665,,0.5333333333333333,0.0,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,,0.6346639612922041,0.1353352832366127,0.023322021786985246,0.3021872007702129,0.7288297844894018
full_trust_score,5.0,0.0,0.3,10.0,30,0.298070053380665,,0.5333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6346639612922041,0.6346639612922041,0.023322021786985246,0.3021872007702129,0.7288297844894018
raw_phys_mcp_output,5.0,0.0,0.3,20.0,30,0.3279693896277297,0.3279693896277297,0.5333333333333333,1.0,0.0,0.0,0.5333333333333333,0.0,1.0,0.0,0.5333333333333333,0.620262869841489,,0.00966912840033417,0.2910699529001164,0.7634749217776721
confidence_only,5.0,0.0,0.3,20.0,30,0.3279693896277297,0.3503080587589151,0.5333333333333333,0.5333333333333333,0.0,0.4666666666666667,0.3,0.0,0.5625,0.0,0.5625,0.620262869841489,0.7634749217776721,0.00966912840033417,0.2910699529001164,0.7634749217776721
freshness_only,5.0,0.0,0.3,20.0,30,0.3279693896277297,,0.5333333333333333,0.0,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,,0.620262869841489,0.01831563888873418,0.00966912840033417,0.2910699529001164,0.7634749217776721
full_trust_score,5.0,0.0,0.3,20.0,30,0.3279693896277297,,0.5333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.620262869841489,0.620262869841489,0.00966912840033417,0.2910699529001164,0.7634749217776721
raw_phys_mcp_output,5.0,0.0,0.4,0.1,30,0.40030324160125136,0.40030324160125136,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8164758503902688,,0.0206147517352346,0.38884193314904364,0.6951614131385981
confidence_only,5.0,0.0,0.4,0.1,30,0.40030324160125136,0.40079105948064697,1.0,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.0,1.0,0.8164758503902688,0.6951614131385981,0.0206147517352346,0.38884193314904364,0.6951614131385981
freshness_only,5.0,0.0,0.4,0.1,30,0.40030324160125136,0.40030324160125136,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8164758503902688,0.9801986733067553,0.0206147517352346,0.38884193314904364,0.6951614131385981
full_trust_score,5.0,0.0,0.4,0.1,30,0.40030324160125136,0.40030324160125136,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8164758503902688,0.8164758503902688,0.0206147517352346,0.38884193314904364,0.6951614131385981
raw_phys_mcp_output,5.0,0.0,0.4,1.0,30,0.4017268390347984,0.4017268390347984,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.785535494391374,,0.015766718984942665,0.39398869451052737,0.7331666379829848
confidence_only,5.0,0.0,0.4,1.0,30,0.4017268390347984,0.3986211956485746,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.785535494391374,0.7331666379829848,0.015766718984942665,0.39398869451052737,0.7331666379829848
freshness_only,5.0,0.0,0.4,1.0,30,0.4017268390347984,0.4017268390347984,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.785535494391374,0.8187307530779818,0.015766718984942665,0.39398869451052737,0.7331666379829848
full_trust_score,5.0,0.0,0.4,1.0,30,0.4017268390347984,0.4006150616381035,1.0,0.8,0.0,0.2,0.8,0.0,0.8,0.0,1.0,0.785535494391374,0.785535494391374,0.015766718984942665,0.39398869451052737,0.7331666379829848
raw_phys_mcp_output,5.0,0.0,0.4,3.0,30,0.39624471183356935,0.39624471183356935,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7112070756847129,,0.015927610400464236,0.39282549977266434,0.7047697768179532
confidence_only,5.0,0.0,0.4,3.0,30,0.39624471183356935,0.399492026636395,1.0,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.0,1.0,0.7112070756847129,0.7047697768179532,0.015927610400464236,0.39282549977266434,0.7047697768179532
freshness_only,5.0,0.0,0.4,3.0,30,0.39624471183356935,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7112070756847129,0.5488116360940264,0.015927610400464236,0.39282549977266434,0.7047697768179532
full_trust_score,5.0,0.0,0.4,3.0,30,0.39624471183356935,0.3903568609881317,1.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,1.0,0.7112070756847129,0.7112070756847129,0.015927610400464236,0.39282549977266434,0.7047697768179532
raw_phys_mcp_output,5.0,0.0,0.4,5.0,30,0.40185777975252795,0.40185777975252795,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6683026182939644,,0.02354051224200853,0.4063595808511595,0.7352311250975834
confidence_only,5.0,0.0,0.4,5.0,30,0.40185777975252795,0.4204111705561623,1.0,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.0,1.0,0.6683026182939644,0.7352311250975834,0.02354051224200853,0.4063595808511595,0.7352311250975834
freshness_only,5.0,0.0,0.4,5.0,30,0.40185777975252795,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6683026182939644,0.3678794411714423,0.02354051224200853,0.4063595808511595,0.7352311250975834
full_trust_score,5.0,0.0,0.4,5.0,30,0.40185777975252795,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6683026182939644,0.6683026182939644,0.02354051224200853,0.4063595808511595,0.7352311250975834
raw_phys_mcp_output,5.0,0.0,0.4,10.0,30,0.3771206831500903,0.3771206831500903,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.5971003285780632,,0.02328367528867936,0.4052164398844153,0.6815661462487344
confidence_only,5.0,0.0,0.4,10.0,30,0.3771206831500903,0.3601998311348989,0.6666666666666666,0.36666666666666664,0.0,0.6333333333333333,0.2,0.0,0.3,0.0,0.5454545454545454,0.5971003285780632,0.6815661462487344,0.02328367528867936,0.4052164398844153,0.6815661462487344
freshness_only,5.0,0.0,0.4,10.0,30,0.3771206831500903,,0.6666666666666666,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,,0.5971003285780632,0.1353352832366127,0.02328367528867936,0.4052164398844153,0.6815661462487344
full_trust_score,5.0,0.0,0.4,10.0,30,0.3771206831500903,,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5971003285780632,0.5971003285780632,0.02328367528867936,0.4052164398844153,0.6815661462487344
raw_phys_mcp_output,5.0,0.0,0.4,20.0,30,0.4007305652234387,0.4007305652234387,0.6,1.0,0.0,0.0,0.6,0.0,1.0,0.0,0.6,0.5819464656477602,,0.017265229532361998,0.39088890420933736,0.7176243574440059
confidence_only,5.0,0.0,0.4,20.0,30,0.4007305652234387,0.33866670507435603,0.6,0.43333333333333335,0.0,0.5666666666666667,0.23333333333333334,0.0,0.3888888888888889,0.0,0.5384615384615384,0.5819464656477602,0.7176243574440059,0.017265229532361998,0.39088890420933736,0.7176243574440059
freshness_only,5.0,0.0,0.4,20.0,30,0.4007305652234387,,0.6,0.0,1.0,0.0,0.0,0.4,0.0,1.0,,0.5819464656477602,0.01831563888873418,0.017265229532361998,0.39088890420933736,0.7176243574440059
full_trust_score,5.0,0.0,0.4,20.0,30,0.4007305652234387,,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5819464656477602,0.5819464656477602,0.017265229532361998,0.39088890420933736,0.7176243574440059
raw_phys_mcp_output,5.0,0.0,0.6,0.1,30,0.6000671889614659,0.6000671889614659,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7669254370283697,,0.02426228439936704,0.594958743608765,0.7067241028148552
confidence_only,5.0,0.0,0.6,0.1,30,0.6000671889614659,0.6000306978422388,1.0,0.43333333333333335,0.0,0.5666666666666667,0.43333333333333335,0.0,0.43333333333333335,0.0,1.0,0.7669254370283697,0.7067241028148552,0.02426228439936704,0.594958743608765,0.7067241028148552
freshness_only,5.0,0.0,0.6,0.1,30,0.6000671889614659,0.6000671889614659,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7669254370283697,0.9801986733067553,0.02426228439936704,0.594958743608765,0.7067241028148552
full_trust_score,5.0,0.0,0.6,0.1,30,0.6000671889614659,0.6002844955797786,1.0,0.7333333333333333,0.0,0.26666666666666666,0.7333333333333333,0.0,0.7333333333333333,0.0,1.0,0.7669254370283697,0.7669254370283697,0.02426228439936704,0.594958743608765,0.7067241028148552
raw_phys_mcp_output,5.0,0.0,0.6,1.0,30,0.5986529524465395,0.5986529524465395,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7085694653712958,,0.027614292425099694,0.5968072074383929,0.639968608270694
confidence_only,5.0,0.0,0.6,1.0,30,0.5986529524465395,0.5992759017641889,1.0,0.23333333333333334,0.0,0.7666666666666667,0.23333333333333334,0.0,0.23333333333333334,0.0,1.0,0.7085694653712958,0.639968608270694,0.027614292425099694,0.5968072074383929,0.639968608270694
freshness_only,5.0,0.0,0.6,1.0,30,0.5986529524465395,0.5986529524465395,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7085694653712958,0.8187307530779818,0.027614292425099694,0.5968072074383929,0.639968608270694
full_trust_score,5.0,0.0,0.6,1.0,30,0.5986529524465395,0.6003314856049339,1.0,0.2,0.0,0.8,0.2,0.0,0.2,0.0,1.0,0.7085694653712958,0.7085694653712958,0.027614292425099694,0.5968072074383929,0.639968608270694
raw_phys_mcp_output,5.0,0.0,0.6,3.0,30,0.6007619178059955,0.6007619178059955,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6531140987519127,,0.01123977166840842,0.6034272401246951,0.6783117707067278
confidence_only,5.0,0.0,0.6,3.0,30,0.6007619178059955,0.6041641289070557,1.0,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.0,1.0,0.6531140987519127,0.6783117707067278,0.01123977166840842,0.6034272401246951,0.6783117707067278
freshness_only,5.0,0.0,0.6,3.0,30,0.6007619178059955,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6531140987519127,0.5488116360940264,0.01123977166840842,0.6034272401246951,0.6783117707067278
full_trust_score,5.0,0.0,0.6,3.0,30,0.6007619178059955,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6531140987519127,0.6531140987519127,0.01123977166840842,0.6034272401246951,0.6783117707067278
raw_phys_mcp_output,5.0,0.0,0.6,5.0,30,0.6129035421480324,0.6129035421480324,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6105564745645741,,0.014022790705127911,0.6002510246806484,0.6886202724726302
confidence_only,5.0,0.0,0.6,5.0,30,0.6129035421480324,0.6204703959619019,1.0,0.4666666666666667,0.0,0.5333333333333333,0.4666666666666667,0.0,0.4666666666666667,0.0,1.0,0.6105564745645741,0.6886202724726302,0.014022790705127911,0.6002510246806484,0.6886202724726302
freshness_only,5.0,0.0,0.6,5.0,30,0.6129035421480324,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6105564745645741,0.3678794411714423,0.014022790705127911,0.6002510246806484,0.6886202724726302
full_trust_score,5.0,0.0,0.6,5.0,30,0.6129035421480324,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6105564745645741,0.6105564745645741,0.014022790705127911,0.6002510246806484,0.6886202724726302
raw_phys_mcp_output,5.0,0.0,0.6,10.0,30,0.5876997352829157,0.5876997352829157,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.544524874180092,,0.008971931368419507,0.6044022537727893,0.6561383986249635
confidence_only,5.0,0.0,0.6,10.0,30,0.5876997352829157,0.5896503745758866,1.0,0.36666666666666664,0.0,0.6333333333333333,0.36666666666666664,0.0,0.36666666666666664,0.0,1.0,0.544524874180092,0.6561383986249635,0.008971931368419507,0.6044022537727893,0.6561383986249635
freshness_only,5.0,0.0,0.6,10.0,30,0.5876997352829157,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.544524874180092,0.1353352832366127,0.008971931368419507,0.6044022537727893,0.6561383986249635
full_trust_score,5.0,0.0,0.6,10.0,30,0.5876997352829157,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.544524874180092,0.544524874180092,0.008971931368419507,0.6044022537727893,0.6561383986249635
raw_phys_mcp_output,5.0,0.0,0.6,20.0,30,0.5724843083047078,0.5724843083047078,0.8,1.0,0.0,0.0,0.8,0.0,1.0,0.0,0.8,0.5171471410137838,,0.025261872956464315,0.5894238004619797,0.6649585985848451
confidence_only,5.0,0.0,0.6,20.0,30,0.5724843083047078,0.5116491595473336,0.8,0.23333333333333334,0.0,0.7666666666666667,0.2,0.0,0.25,0.0,0.8571428571428571,0.5171471410137838,0.6649585985848451,0.025261872956464315,0.5894238004619797,0.6649585985848451
freshness_only,5.0,0.0,0.6,20.0,30,0.5724843083047078,,0.8,0.0,1.0,0.0,0.0,0.2,0.0,1.0,,0.5171471410137838,0.01831563888873418,0.025261872956464315,0.5894238004619797,0.6649585985848451
full_trust_score,5.0,0.0,0.6,20.0,30,0.5724843083047078,,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5171471410137838,0.5171471410137838,0.025261872956464315,0.5894238004619797,0.6649585985848451
raw_phys_mcp_output,5.0,0.0,0.8,0.1,30,0.7998863288658434,0.7998863288658434,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.688204129801553,,0.015004170108398128,0.8090818073747484,0.5967038233826029
confidence_only,5.0,0.0,0.8,0.1,30,0.7998863288658434,0.8000603602992314,1.0,0.13333333333333333,0.0,0.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,1.0,0.688204129801553,0.5967038233826029,0.015004170108398128,0.8090818073747484,0.5967038233826029
freshness_only,5.0,0.0,0.8,0.1,30,0.7998863288658434,0.7998863288658434,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.688204129801553,0.9801986733067553,0.015004170108398128,0.8090818073747484,0.5967038233826029
full_trust_score,5.0,0.0,0.8,0.1,30,0.7998863288658434,0.7996451126334785,1.0,0.03333333333333333,0.0,0.9666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.0,1.0,0.688204129801553,0.688204129801553,0.015004170108398128,0.8090818073747484,0.5967038233826029
raw_phys_mcp_output,5.0,0.0,0.8,1.0,30,0.7978312534740998,0.7978312534740998,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6504183600689195,,0.025580814031634726,0.7844703341608843,0.5929938353902157
confidence_only,5.0,0.0,0.8,1.0,30,0.7978312534740998,0.7936427151557847,1.0,0.13333333333333333,0.0,0.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,1.0,0.6504183600689195,0.5929938353902157,0.025580814031634726,0.7844703341608843,0.5929938353902157
freshness_only,5.0,0.0,0.8,1.0,30,0.7978312534740998,0.7978312534740998,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6504183600689195,0.8187307530779818,0.025580814031634726,0.7844703341608843,0.5929938353902157
full_trust_score,5.0,0.0,0.8,1.0,30,0.7978312534740998,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6504183600689195,0.6504183600689195,0.025580814031634726,0.7844703341608843,0.5929938353902157
raw_phys_mcp_output,5.0,0.0,0.8,3.0,30,0.8021382539508208,0.8021382539508208,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5807303044801583,,0.030326953273870735,0.8066357266463379,0.6110722617468157
confidence_only,5.0,0.0,0.8,3.0,30,0.8021382539508208,0.8071681107301723,1.0,0.13333333333333333,0.0,0.8666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,1.0,0.5807303044801583,0.6110722617468157,0.030326953273870735,0.8066357266463379,0.6110722617468157
freshness_only,5.0,0.0,0.8,3.0,30,0.8021382539508208,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5807303044801583,0.5488116360940264,0.030326953273870735,0.8066357266463379,0.6110722617468157
full_trust_score,5.0,0.0,0.8,3.0,30,0.8021382539508208,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5807303044801583,0.5807303044801583,0.030326953273870735,0.8066357266463379,0.6110722617468157
raw_phys_mcp_output,5.0,0.0,0.8,5.0,30,0.790056638437373,0.790056638437373,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5357009213072882,,0.017214561264482696,0.8066880044439578,0.5988268097661511
confidence_only,5.0,0.0,0.8,5.0,30,0.790056638437373,0.8248565760073002,1.0,0.1,0.03333333333333333,0.8666666666666667,0.1,0.0,0.1,0.0,1.0,0.5357009213072882,0.5988268097661511,0.017214561264482696,0.8066880044439578,0.5988268097661511
freshness_only,5.0,0.0,0.8,5.0,30,0.790056638437373,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5357009213072882,0.3678794411714423,0.017214561264482696,0.8066880044439578,0.5988268097661511
full_trust_score,5.0,0.0,0.8,5.0,30,0.790056638437373,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5357009213072882,0.5357009213072882,0.017214561264482696,0.8066880044439578,0.5988268097661511
raw_phys_mcp_output,5.0,0.0,0.8,10.0,30,0.8383739624455699,0.8383739624455699,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.481295700581043,,0.01825898943021075,0.8040376845849769,0.6121441931027467
confidence_only,5.0,0.0,0.8,10.0,30,0.8383739624455699,0.9313075602533655,1.0,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,1.0,0.481295700581043,0.6121441931027467,0.01825898943021075,0.8040376845849769,0.6121441931027467
freshness_only,5.0,0.0,0.8,10.0,30,0.8383739624455699,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.481295700581043,0.1353352832366127,0.01825898943021075,0.8040376845849769,0.6121441931027467
full_trust_score,5.0,0.0,0.8,10.0,30,0.8383739624455699,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.481295700581043,0.481295700581043,0.01825898943021075,0.8040376845849769,0.6121441931027467
raw_phys_mcp_output,5.0,0.0,0.8,20.0,30,0.7752719254848637,0.7752719254848637,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4609913970559082,,0.024843430268334632,0.7938887519900878,0.6443821315933211
confidence_only,5.0,0.0,0.8,20.0,30,0.7752719254848637,0.7296387449139947,1.0,0.26666666666666666,0.0,0.7333333333333333,0.26666666666666666,0.0,0.26666666666666666,0.0,1.0,0.4609913970559082,0.6443821315933211,0.024843430268334632,0.7938887519900878,0.6443821315933211
freshness_only,5.0,0.0,0.8,20.0,30,0.7752719254848637,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.4609913970559082,0.01831563888873418,0.024843430268334632,0.7938887519900878,0.6443821315933211
full_trust_score,5.0,0.0,0.8,20.0,30,0.7752719254848637,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.4609913970559082,0.4609913970559082,0.024843430268334632,0.7938887519900878,0.6443821315933211
raw_phys_mcp_output,5.0,0.1,0.0,0.1,30,0.08200841366767393,0.08200841366767393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953908735217319,,0.11331690158070214,0.020717279153511976,0.7353990015143861
confidence_only,5.0,0.1,0.0,0.1,30,0.08200841366767393,0.07593501636040147,0.0,0.43333333333333335,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.8953908735217319,0.7353990015143861,0.11331690158070214,0.020717279153511976,0.7353990015143861
freshness_only,5.0,0.1,0.0,0.1,30,0.08200841366767393,0.08200841366767393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953908735217319,0.9801986733067553,0.11331690158070214,0.020717279153511976,0.7353990015143861
full_trust_score,5.0,0.1,0.0,0.1,30,0.08200841366767393,0.08200841366767393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953908735217319,0.8953908735217319,0.11331690158070214,0.020717279153511976,0.7353990015143861
raw_phys_mcp_output,5.0,0.1,0.0,1.0,30,0.08692335719368253,0.08692335719368253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512225258107372,,0.0959856956374419,0.025191798353746755,0.7073368441561557
confidence_only,5.0,0.1,0.0,1.0,30,0.08692335719368253,0.08900240921572514,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8512225258107372,0.7073368441561557,0.0959856956374419,0.025191798353746755,0.7073368441561557
freshness_only,5.0,0.1,0.0,1.0,30,0.08692335719368253,0.08692335719368253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512225258107372,0.8187307530779818,0.0959856956374419,0.025191798353746755,0.7073368441561557
full_trust_score,5.0,0.1,0.0,1.0,30,0.08692335719368253,0.08692335719368253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8512225258107372,0.8512225258107372,0.0959856956374419,0.025191798353746755,0.7073368441561557
raw_phys_mcp_output,5.0,0.1,0.0,3.0,30,0.06791507414306244,0.06791507414306244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7976971105540825,,0.10725008510144292,0.01612650256425358,0.7653533937880002
confidence_only,5.0,0.1,0.0,3.0,30,0.06791507414306244,0.06502955914591098,0.0,0.5666666666666667,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.7976971105540825,0.7653533937880002,0.10725008510144292,0.01612650256425358,0.7653533937880002
freshness_only,5.0,0.1,0.0,3.0,30,0.06791507414306244,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7976971105540825,0.5488116360940264,0.10725008510144292,0.01612650256425358,0.7653533937880002
full_trust_score,5.0,0.1,0.0,3.0,30,0.06791507414306244,0.06836988100529286,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7976971105540825,0.7976971105540825,0.10725008510144292,0.01612650256425358,0.7653533937880002
raw_phys_mcp_output,5.0,0.1,0.0,5.0,30,0.08698920943004838,0.08698920943004838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7501695988572268,,0.10633688845605326,0.01810031190354501,0.7572361546170631
confidence_only,5.0,0.1,0.0,5.0,30,0.08698920943004838,0.08222391239370164,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7501695988572268,0.7572361546170631,0.10633688845605326,0.01810031190354501,0.7572361546170631
freshness_only,5.0,0.1,0.0,5.0,30,0.08698920943004838,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7501695988572268,0.3678794411714423,0.10633688845605326,0.01810031190354501,0.7572361546170631
full_trust_score,5.0,0.1,0.0,5.0,30,0.08698920943004838,0.07974045488894264,0.0,0.5333333333333333,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.7501695988572268,0.7501695988572268,0.10633688845605326,0.01810031190354501,0.7572361546170631
raw_phys_mcp_output,5.0,0.1,0.0,10.0,30,0.13906020210012446,0.13906020210012446,0.03333333333333333,1.0,0.0,0.0,0.03333333333333333,0.0,1.0,0.0,0.03333333333333333,0.6950298449358273,,0.11194495960377597,0.01929274257214509,0.7760217986826173
