seed,experiment,method,coverage,forwarding_rate,rejection_rate,false_acceptance_rate,unsafe_acceptance_frequency,accepted_output_contamination_rate,accepted_mae,fusion_mae,fusion_allowed_rate
606,fog_fusion,uncertainty_weighted,,,,,,,,0.13298608734305684,0.83925
606,fog_fusion,trust_only,,,,,,,,0.13625899652286624,0.83925
606,fog_fusion,median,,,,,,,,0.14503483147106908,0.83925
606,fog_fusion,original_trust_uncertainty,,,,,,,,0.13311553904333484,0.83925
606,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.13275725579778294,0.83925
707,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.6229166666666667,0.6229166666666667,0.5068408028992696,,
707,controlled_baseline,confidence_only,0.2567460317460317,0.7188492063492063,0.024404761904761905,0.20767638158942506,0.12936507936507938,0.5038639876352395,0.37464161569773735,,
707,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33094441790093965,0.20615079365079364,0.618452380952381,0.4992490789000878,,
707,controlled_baseline,full_trust_score,0.15694444444444444,0.7921626984126984,0.05089285714285714,0.08313425704730053,0.05178571428571429,0.3299620733249052,0.2473106487306939,,
707,random_stress,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.7264,0.7264,0.6597910402433663,,
707,random_stress,confidence_only,0.1659,0.7746,0.0595,0.13312224669603523,0.0967,0.5828812537673297,0.45932882582251416,,
707,random_stress,freshness_only,0.0703,0.1914,0.7383,0.0710352422907489,0.0516,0.7339971550497866,0.6621286223339722,,
707,random_stress,full_trust_score,0.0203,0.7532,0.2265,0.007846916299559472,0.0057,0.28078817733990147,0.23568627914253737,,
707,fog_fusion,simple_average,,,,,,,,0.13649716656239894,0.8375
707,fog_fusion,confidence_weighted,,,,,,,,0.13693477471028492,0.8375
707,fog_fusion,uncertainty_weighted,,,,,,,,0.1325161831193651,0.8375
707,fog_fusion,trust_only,,,,,,,,0.1333706232581348,0.8375
707,fog_fusion,median,,,,,,,,0.14534881912396624,0.8375
707,fog_fusion,original_trust_uncertainty,,,,,,,,0.13250353189841388,0.8375
707,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.13200551758630333,0.8375
808,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.6157738095238096,0.6157738095238096,0.5062103130481544,,
808,controlled_baseline,confidence_only,0.26359126984126985,0.7109126984126984,0.025496031746031746,0.20847430320605767,0.12837301587301586,0.48701543093714716,0.37044029610357027,,
808,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32737232157241825,0.2015873015873016,0.6047619047619047,0.4929927369096714,,
808,controlled_baseline,full_trust_score,0.1619047619047619,0.7856150793650793,0.05248015873015873,0.08361527307878203,0.051488095238095236,0.3180147058823529,0.23870201804963087,,
808,random_stress,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.7299,0.7299,0.6666693663294371,,
808,random_stress,confidence_only,0.1595,0.7771,0.0634,0.13111385121249486,0.0957,0.6,0.46329400672706034,,
808,random_stress,freshness_only,0.0726,0.1909,0.7365,0.07343471708453213,0.0536,0.7382920110192838,0.6447786745913023,,
808,random_stress,full_trust_score,0.0227,0.7384,0.2389,0.012741471434443074,0.0093,0.40969162995594716,0.2762549599769521,,
808,fog_fusion,simple_average,,,,,,,,0.1391564741722956,0.836
808,fog_fusion,confidence_weighted,,,,,,,,0.1381498598477355,0.836
808,fog_fusion,uncertainty_weighted,,,,,,,,0.12885908978300625,0.836
808,fog_fusion,trust_only,,,,,,,,0.1351156394292392,0.836
808,fog_fusion,median,,,,,,,,0.14454136154280986,0.836
808,fog_fusion,original_trust_uncertainty,,,,,,,,0.128458062218096,0.836
808,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.1283313089911789,0.836
909,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.6177579365079365,0.6177579365079365,0.5053470059874717,,
909,controlled_baseline,confidence_only,0.2600198412698413,0.7157738095238095,0.024206349206349207,0.20748353942508432,0.12817460317460316,0.49294162533384206,0.3697082916163556,,
909,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32696322466677374,0.201984126984127,0.6059523809523809,0.496525612669725,,
